[2025-02-09 04:00:23][MAIN] - Contacting Arduino..
[2025-02-09 04:00:24][MAIN] - Arduino found!
[2025-02-09 04:00:24][MAIN] - Actuator running.
[2025-02-09 10:01:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:01:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:01:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:01:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:01:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:02:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:02:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:02:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:02:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:02:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:02:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:03:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:03:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:03:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:03:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:03:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:03:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:04:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:04:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:04:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:04:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:04:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:04:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:05:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:05:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:05:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:05:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:05:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:05:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:06:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:06:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:06:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:06:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:06:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:06:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:07:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:07:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:07:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:07:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:07:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:07:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:08:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:08:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:08:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:08:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:08:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:08:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:08:59][MAIN] - To Arduino: AUDIOPINGVOL
[2025-02-09 10:09:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:09:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:09:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:09:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:09:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:09:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:10:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:10:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:10:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:10:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:10:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:10:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:11:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:11:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:11:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:11:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:11:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:11:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:12:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:12:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:12:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:12:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:12:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:12:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:13:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:13:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:13:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:13:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:13:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:14:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:14:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:14:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:14:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:14:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:14:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:15:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:15:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:15:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:15:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:15:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:15:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:16:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:16:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:16:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:16:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:16:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:16:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:17:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:17:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:17:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:17:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:17:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:17:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:18:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:18:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:18:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:18:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:18:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:18:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:19:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:19:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:19:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:19:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:19:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:19:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:20:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:20:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:20:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:20:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:20:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:20:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:21:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:21:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:21:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:21:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:21:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:21:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:22:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:22:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:22:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:22:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:22:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:22:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:23:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:23:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:23:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:23:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:23:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:23:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:24:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:24:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:24:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:24:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:24:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:24:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:25:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:25:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:25:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:25:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:25:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:25:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:26:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:26:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:26:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:26:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:26:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:26:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:27:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:27:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:27:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:27:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:27:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:27:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:28:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:28:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:28:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:28:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:28:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:28:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:29:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:29:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:29:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:29:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:29:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:29:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:30:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:30:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:30:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:30:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:30:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:30:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:31:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:31:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:31:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:31:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:31:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:31:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:32:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:32:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:32:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:32:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:32:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:32:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:33:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:33:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:33:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:33:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:33:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:33:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:34:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:34:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:34:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:34:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:34:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:34:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:35:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:35:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:35:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:35:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:35:41][MAIN] - Serving 807946519: msg 3416
[2025-02-09 10:35:41][MAIN] - Serving 807946519: msg 3416
[2025-02-09 10:35:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:35:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:36:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:36:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:36:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:36:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:36:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:36:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:37:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:37:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:37:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:37:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:37:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:37:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:38:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:38:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:38:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:38:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:38:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:38:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:39:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:39:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:39:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:39:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:39:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:39:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:40:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:40:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:40:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:40:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:40:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:40:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:41:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:41:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:41:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:41:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:41:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:41:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:42:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:42:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:42:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:42:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:42:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:42:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-09 10:43:02][MAIN] - Traceback (most recent call last):
[2025-02-09 10:43:02][MAIN] -   File "/home/claudio/Python-Projects/RoomServer/main.py", line 89, in <module>
[2025-02-09 10:43:03][MAIN] - main()
[2025-02-09 10:43:03][MAIN] -   File "/home/claudio/Python-Projects/RoomServer/main.py", line 77, in main
[2025-02-09 10:43:03][MAIN] - time.sleep(0.5)
[2025-02-09 10:43:03][MAIN] - KeyboardInterrupt
[2025-02-09 10:43:03][MAIN] - Exception ignored in: 
[2025-02-09 10:43:03][MAIN] - <module 'threading' from '/usr/lib/python3.10/threading.py'>
[2025-02-09 10:43:03][MAIN] - Traceback (most recent call last):
[2025-02-09 10:43:03][MAIN] -   File "/usr/lib/python3.10/threading.py", line 1567, in _shutdown
[2025-02-09 10:43:03][MAIN] - lock.acquire()
[2025-02-09 10:43:03][MAIN] - KeyboardInterrupt
[2025-02-09 10:43:03][MAIN] - : 
