[2025-02-14 04:00:30][MAIN] - Contacting Arduino..
[2025-02-14 04:00:30][MAIN] - Arduino found!
[2025-02-14 04:00:30][MAIN] - Actuator running.
[2025-02-14 18:21:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:21:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:21:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:22:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:22:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:22:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:22:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:22:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:22:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:23:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:23:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:23:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:23:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:23:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:24:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:24:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:24:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:24:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:24:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:24:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:25:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:25:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:25:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:25:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:25:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:25:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:26:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:26:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:26:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:26:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:26:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:26:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:27:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:27:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:27:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:27:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:27:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:27:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:28:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:28:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:28:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:28:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:28:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:28:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:29:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:29:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:29:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:29:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:29:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:29:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:30:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:30:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:30:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:30:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:30:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:30:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:31:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:31:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:31:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:31:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:31:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:31:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:32:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:32:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:32:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:32:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:32:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:32:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:33:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:33:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:33:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:33:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:33:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:33:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:34:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:34:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:34:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:34:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:34:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:34:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:35:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:35:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:35:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:35:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:35:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:35:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:36:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:36:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:36:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:36:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:36:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:36:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:37:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:37:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:37:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:37:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:37:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:37:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:38:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:38:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:38:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:38:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:38:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:38:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:39:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:39:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:39:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:39:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:39:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:39:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:40:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:40:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:40:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:40:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:40:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:40:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:41:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:41:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:41:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:41:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:41:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:41:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:42:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:42:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:42:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:42:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:42:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:42:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:43:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:43:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:43:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:43:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:43:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:43:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:44:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:44:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:44:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:44:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:44:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:44:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:45:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:45:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:45:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:45:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:45:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:45:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:46:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:46:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:46:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:46:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:46:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:46:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:47:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:47:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:47:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:47:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:47:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:47:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:48:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:48:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:48:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:48:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:48:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:48:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:49:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:49:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:49:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:49:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:49:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:49:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:50:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:50:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:50:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:50:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:50:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:50:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:51:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:51:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:51:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:51:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:51:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:51:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:52:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:52:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:52:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:52:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:52:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:52:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:53:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:53:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:53:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:53:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:53:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:53:47][MAIN] - To Arduino: AUDIOPINGVOL
[2025-02-14 18:53:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:54:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:54:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:54:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:54:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:54:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:54:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:55:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:55:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:55:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:55:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:55:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:55:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:56:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:56:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:56:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:56:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:56:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:56:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:57:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:57:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:57:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:57:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:57:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:57:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:58:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:58:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:58:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:58:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:58:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:58:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:59:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:59:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:59:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:59:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:59:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 18:59:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:00:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:00:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:00:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:00:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:00:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:00:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:01:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:01:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:01:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:01:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:01:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:01:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:02:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:02:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:02:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:02:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:02:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:02:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:03:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:03:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:03:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:03:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:03:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:03:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:04:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:04:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:04:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:04:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:04:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:05:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:05:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:05:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:05:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:05:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:05:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:06:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:06:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:06:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:06:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:06:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:06:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:07:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:07:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:07:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:07:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:07:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:07:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:08:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:08:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:08:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:08:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:08:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:08:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:09:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:09:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:09:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:09:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:09:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:09:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:10:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:10:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:10:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:10:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:10:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:10:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:11:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:11:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:11:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:11:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:11:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:11:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:12:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:12:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:12:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:12:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:12:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:12:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:13:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:13:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:13:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:13:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:13:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:13:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:14:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:14:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:14:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:14:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:14:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:14:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:15:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:15:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:15:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:15:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:15:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:15:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:16:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:16:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:16:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:16:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:16:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:16:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:17:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:17:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:17:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:17:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:17:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:17:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:18:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:18:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:18:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:18:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:18:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:18:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:19:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:19:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 19:19:23][FLASK] - AUDIO: {'audio': 'pingvol'}
