[2025-02-13 04:00:13][MAIN] - Contacting Arduino..
[2025-02-13 04:00:13][MAIN] - Arduino found!
[2025-02-13 04:00:13][MAIN] - Actuator running.
[2025-02-13 16:38:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:38:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:39:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:39:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:39:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:39:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:39:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:39:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:40:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:40:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:40:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:40:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:40:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:40:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:41:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:41:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:41:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:41:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:41:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:41:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:42:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:42:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:42:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:42:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:42:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:42:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:43:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:43:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:43:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:43:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:43:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:43:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:44:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:44:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:44:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:44:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:44:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:45:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:45:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:45:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:45:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:45:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:45:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:46:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:46:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:46:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:46:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:46:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:46:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:47:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:47:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:47:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:47:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:47:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:47:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:48:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:48:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:48:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:48:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:48:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:48:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:49:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:49:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:49:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:49:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:49:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:49:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:50:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:50:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:50:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:50:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:50:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:50:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:51:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:51:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:51:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:51:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:51:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:51:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:52:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:52:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:52:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:52:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:52:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:52:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:53:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:53:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:53:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:53:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:53:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:53:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:54:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:54:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:54:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:54:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:54:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:54:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:55:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:55:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:55:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:55:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:55:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:55:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:56:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:56:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:56:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:56:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:56:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:56:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:57:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:57:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:57:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:57:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:57:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:57:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:58:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:58:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:58:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:58:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:58:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:58:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:59:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:59:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:59:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:59:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:59:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 16:59:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:00:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:00:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:00:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:00:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:00:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:00:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:01:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:01:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:01:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:01:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:01:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:01:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:02:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:02:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:02:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:02:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:02:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:02:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:03:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:03:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:03:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:03:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:03:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:03:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:04:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:04:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:04:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:04:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:04:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:04:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:05:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:05:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:05:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:05:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:05:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:05:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:06:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:06:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:06:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:06:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:06:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:06:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:07:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:07:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:07:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:07:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:07:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:07:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:08:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:08:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:08:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:08:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:08:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:08:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:09:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:09:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:09:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:09:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:09:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:09:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:10:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:10:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:10:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:10:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:10:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:10:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:11:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:11:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:11:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:11:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:11:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:11:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:12:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:12:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:12:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:12:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:12:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:12:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:13:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:13:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:13:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:13:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:13:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:13:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:14:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:14:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:14:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:14:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:14:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:14:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:15:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:15:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:15:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:15:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:15:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:15:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:16:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:16:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:16:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:16:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:16:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:16:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:17:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:17:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:17:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:17:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:17:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:17:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:18:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:18:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:18:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:18:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:18:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:18:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:19:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:19:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:19:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:19:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:19:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:19:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:20:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:20:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:20:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:20:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:20:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:20:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:21:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:21:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:21:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:21:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:21:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:21:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:22:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:22:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:22:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:22:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:22:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:22:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:23:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:23:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:23:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:23:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:23:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:23:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:24:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:24:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:24:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:24:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:24:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:25:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:25:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:25:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:25:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:25:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:25:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:26:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:26:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:26:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:26:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:26:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:26:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:27:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:27:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:27:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:27:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:27:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:27:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:28:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:28:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:28:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:28:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:28:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:28:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:29:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:29:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:29:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:29:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:29:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:29:41][MAIN] - To Arduino: AUDIOPINGVOL
[2025-02-13 17:29:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:30:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:30:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:30:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:30:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:30:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:30:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:31:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:31:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:31:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:31:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:31:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:31:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:32:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:32:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:32:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:32:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:32:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:32:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:33:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:33:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:33:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:33:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:33:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:33:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:34:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:34:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:34:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:34:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:34:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:34:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:35:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:35:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:35:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:35:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:35:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:35:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:36:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:36:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:36:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-13 17:36:33][FLASK] - AUDIO: {'audio': 'pingvol'}
